age,ed,lninc,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,carvalue,commutetime,longmon,lnlongmon,tollten,equipten,cardmon,cardten,wireten,hourstv,income,total_spend,total_spend_ln,birthmonth,jobcat,union,employ,retire,default,marital,homeown,address,carbuy,commute,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,polparty,polcontrib,vote,cardfee,cardtenure,card2fee,card2tenure,active,churn,tollfree,equip,callcard,wireless,multline,voice,pager,callid,callwait,forward,confer,ebill,owntv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,region_2,region_3,region_4,region_5,townsize_2,townsize_3,townsize_4,townsize_5,gender_1,agecat_3,agecat_4,agecat_5,agecat_6,edcat_2,edcat_3,edcat_4,edcat_5,empcat_2,empcat_3,empcat_4,empcat_5,inccat_2,inccat_3,inccat_4,inccat_5,jobsat_2,jobsat_3,jobsat_4,jobsat_5,spousedcat_1,spousedcat_2,spousedcat_3,spousedcat_4,spousedcat_5,hometype_2,hometype_3,hometype_4,addresscat_2,addresscat_3,addresscat_4,addresscat_5,cars_1,cars_2,cars_3,cars_4,cars_5,cars_6,cars_7,cars_8,carown_0,carown_1,cartype_0,cartype_1,carcatvalue_1,carcatvalue_2,carcatvalue_3,carbought_0,carbought_1,commutecat_2,commutecat_3,commutecat_4,commutecat_5,reason_2,reason_3,reason_4,reason_9,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,card_2,card_3,card_4,card_5,cardtype_2,cardtype_3,cardtype_4,cardbenefit_2,cardbenefit_3,cardbenefit_4,cardtenurecat_2,cardtenurecat_3,cardtenurecat_4,cardtenurecat_5,card2_2,card2_3,card2_4,card2_5,card2type_2,card2type_3,card2type_4,card2benefit_2,card2benefit_3,card2benefit_4,card2tenurecat_2,card2tenurecat_3,card2tenurecat_4,card2tenurecat_5,bfast_2,bfast_3,internet_1,internet_2,internet_3,internet_4
76,13,3.7376696182833684,23.799999999999997,5.867651999999999,1.7694545538186652,4.128348,1.4178773269516016,1,0,0,0,0,0,0,0,0,23.200000000000003,22.0,10.8,2.379546134130174,0.0,0.0,0.0,0.0,0.0,21,42,462.89,6.137489444865879,4,2,0,14,0,0,0,1,39,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,24,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
48,16,3.2188758248682006,15.7,1.68775,0.5233962809398428,2.2372499999999995,0.8052474330808304,2,0,0,0,0,0,0,0,0,13.100000000000001,21.0,10.55,2.3561258599220753,0.0,1581.7,0.0,0.0,0.0,20,25,148.33,4.999439521335521,11,2,0,6,0,0,1,0,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,18,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
35,12,3.58351893845611,20.0,1.1016000000000001,0.09676366843230816,6.0984,1.808026441691927,1,7,0,0,0,0,0,0,7,16.8,21.0,4.25,1.4469189829363254,0.0,0.0,0.0,0.0,0.0,19,36,1003.64,6.911388670214558,8,2,0,1,0,1,0,1,9,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30,12,3.4011973816621555,3.1,0.64077,-0.44508470080331397,0.28923,-1.2405330596377384,5,0,0,0,0,0,0,0,0,16.5,18.0,3.95,1.3737155789130306,0.0,0.0,0.0,0.0,0.0,22,30,563.07,6.333403954336268,2,1,1,4,0,0,1,1,6,0,3,1,0,1,1,1,0,0,0,0,0,1,0,0,1,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,18,3.6109179126442243,2.0,0.22496000000000002,-1.4918326703598368,0.5150399999999999,-0.6635107114316391,4,1,0,1,0,0,0,0,0,22.400000000000002,26.0,9.25,2.224623551524334,0.0,0.0,0.0,0.0,0.0,25,37,899.04,6.801327527363888,4,2,0,2,0,0,1,1,6,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,14,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
64,10,3.4011973816621555,13.900000000000002,0.7923,-0.23281517101094082,3.3777,1.2171950044950575,1,0,0,0,0,0,0,0,0,10.0,15.0,6.05,1.80005827204275,0.0,0.0,14.5,405.0,0.0,25,30,211.62,5.354792213476015,7,2,1,4,0,0,0,1,30,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,12,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
53,11,3.970291913552122,16.1,1.1946199999999998,0.17782814318161486,7.33838,1.993118109819864,1,6,2,0,0,0,0,0,4,25.400000000000002,13.0,27.95,3.3304171996011083,0.0,0.0,17.75,1175.0,0.0,18,53,131.96,4.882498846360381,3,3,0,18,0,0,0,0,23,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,34,1,26,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
61,13,3.8918202981106265,19.1,0.720643,-0.3276114099533337,8.638357,2.1562124026958345,1,4,1,0,3,0,0,0,0,27.5,24.0,8.35,2.122261538862764,732.3,0.0,10.25,370.0,0.0,14,49,135.92,4.912066477363677,2,2,1,9,0,0,0,1,31,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,14,0,9,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
30,15,3.4011973816621555,7.6,0.64752,-0.43460559785458164,1.6324799999999997,0.4901003309448578,2,0,0,0,0,0,0,0,0,14.600000000000001,17.0,1.85,0.6151856390902335,12.0,0.0,8.0,8.0,0.0,13,30,445.81000000000006,6.099892852283854,11,1,0,4,0,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
25,13,3.258096538021482,7.8,0.551616,-0.594903126957203,1.476384,0.3895958549434856,2,4,0,0,0,0,0,0,4,15.4,27.0,8.05,2.0856720914304723,0.0,0.0,0.0,0.0,0.0,15,26,360.81,5.888351503990635,7,4,0,5,0,0,0,0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
24,12,3.1780538303479458,14.299999999999999,0.56628,-0.5686666234558406,2.8657199999999996,1.0528196274944341,3,0,0,0,0,0,0,0,0,11.700000000000001,31.0,4.05,1.3987168811184478,0.0,0.0,0.0,0.0,0.0,17,24,609.77,6.413081836886114,7,2,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78,15,3.1354942159291497,2.8000000000000003,0.435344,-0.8316187558169563,0.208656,-1.5670683160675911,1,2,2,0,0,0,0,0,0,11.8,19.0,14.5,2.6741486494265287,1465.3,2007.55,10.0,460.0,0.0,21,23,205.63,5.326078437333427,12,1,0,8,1,0,0,1,22,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,16,0,17,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
44,16,3.912023005428146,10.8,1.0584,0.05675833381860888,4.341600000000001,1.468242943767058,4,0,0,0,0,0,0,0,0,20.5,20.0,5.75,1.749199854809259,0.0,0.0,0.0,0.0,0.0,23,50,310.68,5.738763443551447,12,1,1,8,0,0,1,1,13,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,13,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
26,12,3.713572066704308,12.8,0.34112,-1.075520957444712,4.90688,1.5906383019483379,3,8,3,0,0,0,0,0,4,21.5,40.029999999999745,6.75,1.9095425048844386,1271.5,0.0,4.25,180.0,0.0,22,41,671.4100000000001,6.5093799786858355,8,3,1,4,0,0,0,1,4,0,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,8,0,8,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
19,11,2.8903717578961645,11.1,0.643356,-0.4410570532113669,1.354644,0.30353868918462024,1,2,0,2,0,0,0,0,0,6.300000000000001,25.0,6.05,1.80005827204275,0.0,0.0,0.0,0.0,0.0,14,18,438.44,6.083222972347523,2,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,17,3.9318256327243257,2.4,0.515304,-0.6629982612096214,0.708696,-0.3443286173190075,2,2,0,0,2,0,0,0,0,26.1,20.0,2.7,0.9932517730102834,44.55,0.0,23.5,25.0,35.25,18,51,217.46,5.382014925569603,5,2,0,2,0,0,1,0,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
53,12,3.9318256327243257,3.5000000000000004,0.5426400000000001,-0.6113091623443128,1.2423600000000001,0.2170127965838851,1,0,0,0,0,0,0,0,0,-1.0,25.0,9.95,2.2975725511705014,0.0,0.0,0.0,0.0,0.0,20,51,275.98,5.620328399323409,8,3,0,11,0,0,0,0,18,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
37,13,3.6109179126442243,5.5,0.5921850000000001,-0.5239361929160861,1.442815,0.36659606644454873,2,2,2,0,0,0,0,0,0,16.8,29.0,29.7,3.391147045808654,1383.75,0.0,45.0,2335.0,0.0,11,37,530.84,6.2744606575690485,4,1,0,4,0,0,1,1,12,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,19,0,19,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
36,15,3.367295829986474,13.100000000000001,0.8699710000000002,-0.1392954012224087,2.9290290000000003,1.0746709687866811,5,0,0,0,0,0,0,0,0,12.3,29.0,5.3,1.667706820558076,875.55,0.0,0.0,0.0,0.0,12,29,564.71,6.336312325039795,8,2,0,2,0,0,1,1,13,0,5,0,0,1,0,1,0,0,0,0,0,1,0,1,1,16,1,10,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
69,19,4.219507705176107,8.799999999999999,0.45478399999999997,-0.78793269802363,5.529216,1.7100460333317231,2,1,0,1,0,0,0,0,0,37.6,25.0,22.15,3.0978374964911444,0.0,2738.0,12.5,835.0,0.0,24,68,390.13,5.966480016913812,8,2,0,11,0,0,1,1,37,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,37,0,28,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
78,12,2.302585092994046,4.8,0.16176,-1.821641523709976,0.31823999999999997,-1.144949463876475,1,6,0,0,0,0,0,0,6,4.6000000000000005,27.0,16.45,2.800325477211381,0.0,0.0,13.25,740.0,0.0,21,10,222.72000000000003,5.405915377146055,7,1,0,18,1,0,0,1,35,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,29,0,19,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
54,13,4.6913478822291435,19.1,5.329664,1.673288196791062,15.489335999999998,2.7401517871445913,2,5,3,1,0,0,0,0,0,56.5,32.0,21.75,3.079613757534693,0.0,1722.85,29.75,1985.0,0.0,19,109,304.83000000000004,5.7197542441659,6,3,0,19,0,0,0,1,19,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,34,1,25,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
64,19,5.062595033026967,9.1,6.139406,1.8147279948081674,8.238593999999999,2.108829698294282,2,5,0,0,0,0,0,0,5,90.60000000000001,30.0,10.1,2.312535423847214,3667.4,3601.8,44.25,2750.0,3562.35,24,158,549.88,6.309700072603219,12,6,1,22,0,0,1,1,9,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
40,14,3.8501476017100584,2.1999999999999997,0.158202,-1.843882581503464,0.8757980000000001,-0.13261980824384517,2,3,1,0,0,2,0,0,0,13.8,31.0,7.5,2.0149030205422647,0.0,332.3,0.0,0.0,225.85,21,47,172.83,5.152308452412401,8,2,0,1,0,0,0,1,13,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5,0,4,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
73,19,5.556828061699537,13.600000000000001,14.280358400000008,2.65891009010391,11.201232000000001,2.4160237722514926,1,2,2,0,0,0,0,0,0,-1.0,26.0,22.45,3.1112906141882632,3360.6,3182.15,7.75,535.0,3212.55,22,259,741.9100000000001,6.609227942010153,6,5,0,30,0,1,0,1,37,1,4,0,0,0,1,0,0,0,0,0,0,1,1,1,0,38,0,29,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
45,14,3.9512437185814275,6.800000000000001,1.8316480000000002,0.6052161080527431,1.7043520000000003,0.5331849798438605,1,1,1,0,0,0,0,0,0,23.900000000000002,14.0,3.9,1.3609765531356006,105.4,0.0,51.0,265.0,67.5,29,52,337.38,5.821209891532165,5,3,0,16,0,0,0,1,18,1,10,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
74,12,3.091042453358316,5.4,0.06890399999999999,-2.675041047495265,1.1190959999999999,0.11252121653467907,2,6,0,0,0,0,0,2,0,14.0,28.0,14.7,2.6878474937846906,1428.35,0.0,5.5,290.0,0.0,20,22,436.3,6.078330080129564,9,1,0,18,1,0,1,0,32,1,4,0,0,1,1,1,0,1,1,0,0,1,0,0,0,29,1,21,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
34,11,3.713572066704308,0.7000000000000001,0.139195,-1.9718794512671698,0.11429904,-2.1682409342213766,4,7,1,0,0,0,0,0,6,19.200000000000003,19.0,9.9,2.2925347571405443,935.0,0.0,8.0,390.0,0.0,23,41,372.07,5.919082008614019,12,3,0,9,0,0,1,1,6,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,16,0,12,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
