region,townsize,gender,agecat,birthmonth,edcat,jobcat,union,employ,empcat,retire,inccat,default,jobsat,marital,spousedcat,homeown,hometype,address,addresscat,cars,carown,cartype,carcatvalue,carbought,carbuy,commute,commutecat,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,churn,tollfree,equip,callcard,wireless,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
5,5,0,4,December,2,6,1,11,4,0,2,1,4,1,2,1,1,8,3,4,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,9,7,1,0,1,4,4,3,1,12,4,3,2,3,0,10,3,1,3,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0
5,5,0,5,May,3,2,0,6,3,0,4,1,4,1,3,1,1,21,4,2,1,0,2,0,1,1,1,1,0,0,1,0,0,1,0,0,1,9,4,0,0,1,3,2,1,0,35,5,4,2,4,1,30,5,0,2,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0
4,3,0,5,August,5,2,0,2,2,0,2,0,5,1,4,1,1,15,3,3,1,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,9,4,0,0,0,4,3,2,0,29,5,1,4,2,0,22,5,0,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
3,4,1,4,November,3,3,0,6,3,0,2,1,5,1,4,1,2,7,2,0,-1,-1,-1,-1,1,10,5,0,0,1,0,0,0,0,1,0,1,9,5,1,0,1,3,2,4,0,15,4,4,2,2,0,16,5,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
4,4,1,4,May,1,2,0,3,2,0,1,1,1,0,-1,1,3,3,2,3,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,9,2,0,1,0,5,4,2,0,1,1,4,3,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2,1,1,6,March,3,6,0,31,5,1,1,0,5,0,-1,1,3,32,5,2,0,1,1,0,1,8,4,1,0,1,0,0,0,0,1,0,0,2,3,0,0,0,4,3,1,1,39,5,3,4,3,0,29,5,0,2,0,0,0,1,0,1,0,0,4,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0
5,5,0,5,April,4,5,0,24,5,1,3,0,5,0,-1,1,1,26,5,2,1,1,2,0,0,6,3,0,0,0,0,0,1,0,1,0,1,9,6,1,1,1,4,3,2,0,28,5,1,3,4,0,25,5,1,2,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
1,1,1,5,June,2,2,0,10,3,0,2,0,1,0,-1,0,1,22,4,0,-1,-1,-1,-1,1,6,3,0,0,0,0,0,1,0,0,0,0,9,5,0,0,0,1,2,1,0,15,4,3,1,4,0,13,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
4,2,1,6,March,4,3,0,28,5,1,2,0,5,0,-1,1,1,25,4,2,1,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,3,0,0,0,3,3,1,1,8,3,2,4,2,0,5,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
1,1,1,3,December,3,2,0,1,1,0,2,1,4,1,3,1,1,10,3,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,0,1,0,2,1,4,1,11,4,3,2,4,0,8,3,0,1,1,0,1,0,0,0,0,0,4,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0
5,5,0,5,August,4,3,0,18,5,0,4,0,4,1,5,1,1,33,5,2,1,1,3,0,0,9,4,1,0,0,1,0,0,0,0,1,0,9,4,0,1,0,3,4,1,0,28,5,2,1,1,0,23,5,0,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0
3,1,0,6,February,3,6,1,38,5,1,2,0,2,1,4,1,1,30,5,3,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,9,3,1,0,1,1,3,4,0,39,5,4,3,4,1,30,5,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1
3,3,0,6,February,2,2,0,1,1,0,2,0,4,1,1,1,1,36,5,4,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,3,3,1,1,16,5,2,4,4,1,17,5,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0
5,4,0,6,September,4,5,0,37,5,1,2,0,5,0,-1,1,1,31,5,3,1,0,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,9,2,1,0,1,4,1,2,0,37,5,2,3,2,0,26,5,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0
2,3,0,3,July,2,1,0,1,1,0,2,0,1,0,-1,1,2,6,2,0,-1,-1,-1,-1,1,4,3,0,0,0,1,0,1,0,0,0,1,9,6,0,0,1,1,3,4,1,8,3,2,2,3,0,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
3,5,1,5,January,2,1,0,8,3,0,2,0,2,0,-1,1,1,18,4,4,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,9,6,0,0,1,4,4,3,0,23,5,2,2,2,0,18,5,1,3,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0
2,3,1,6,January,4,5,1,33,5,1,3,0,5,1,1,0,1,15,3,5,1,0,3,1,1,1,1,1,0,0,1,1,0,0,0,0,0,9,4,0,0,1,1,1,4,0,40,5,4,4,4,0,30,5,0,2,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0
2,4,0,2,January,1,3,0,3,2,0,1,1,3,0,-1,0,3,1,1,2,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,9,4,0,0,0,5,2,2,0,3,2,3,2,1,0,3,2,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0
4,2,0,5,October,4,6,0,15,4,0,3,0,3,1,2,0,2,32,5,0,-1,-1,-1,-1,1,5,3,0,0,0,1,1,0,0,0,0,0,9,4,0,0,0,4,3,1,0,31,5,3,2,3,0,24,5,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0
2,4,0,5,May,2,6,0,18,5,0,5,0,4,0,-1,1,1,26,5,2,1,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,4,0,1,0,1,3,4,0,24,5,4,1,4,1,21,5,1,2,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
1,1,0,5,February,4,6,0,15,4,1,2,0,4,1,5,0,2,16,4,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,6,1,1,0,3,3,1,1,29,5,2,3,3,0,23,5,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0
2,4,1,3,January,1,5,0,12,4,0,2,0,4,0,-1,1,1,11,3,4,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,2,1,0,1,3,2,2,0,5,2,2,3,3,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
3,3,1,2,February,2,3,0,2,2,0,1,1,1,1,1,1,1,5,2,1,1,0,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,9,1,1,0,1,1,2,2,1,6,3,3,2,4,1,6,3,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
5,2,0,4,November,2,1,0,15,4,0,5,0,2,0,-1,1,4,29,5,4,1,0,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9,4,0,0,0,3,4,2,0,22,5,1,4,3,0,18,5,0,2,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
2,2,0,3,July,1,1,0,4,2,0,2,0,1,0,-1,0,2,8,3,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,9,6,1,0,1,5,2,4,0,7,3,3,1,2,1,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
4,4,1,5,February,3,2,0,11,4,0,2,0,5,0,-1,1,3,15,3,1,1,0,1,0,1,4,3,0,0,0,1,0,0,0,0,1,0,2,4,0,0,0,1,2,4,0,24,5,3,3,3,0,15,4,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
2,1,0,4,December,2,3,0,14,4,0,3,0,2,1,2,0,2,3,2,1,1,0,2,0,1,8,4,0,0,0,1,0,0,0,1,0,0,9,5,0,1,0,1,2,3,1,11,4,4,3,1,0,6,3,0,2,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0
2,2,1,4,February,4,2,0,2,2,0,3,1,3,1,3,1,1,5,2,3,1,1,2,0,1,1,1,1,0,1,1,1,0,1,0,0,0,9,2,0,0,1,2,3,4,0,11,4,5,2,4,0,6,3,1,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
2,3,1,2,June,1,5,0,1,1,0,1,0,1,0,-1,1,1,0,1,3,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,9,2,0,0,0,5,1,1,0,1,1,3,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
2,2,1,5,April,1,2,0,8,3,0,1,0,3,0,-1,1,1,21,4,1,1,0,1,0,1,8,4,1,0,1,0,0,0,0,1,0,0,9,6,0,0,1,2,3,3,0,16,5,3,2,1,0,19,5,0,3,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
4,5,0,3,April,4,5,1,0,1,0,2,0,1,0,-1,0,2,3,2,1,1,1,1,0,0,4,3,0,0,0,1,0,0,0,1,1,0,9,4,0,0,0,3,3,1,0,7,3,4,3,3,1,3,2,0,3,0,0,1,0,0,1,1,0,2,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
1,1,1,5,September,1,6,0,37,5,1,3,0,5,0,-1,1,3,18,4,3,1,1,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,2,3,1,0,0,2,4,4,0,13,4,4,1,1,1,13,4,0,3,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1,1,1,3,March,4,1,0,3,2,0,2,0,1,0,-1,1,1,6,2,3,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,6,1,0,1,2,1,4,0,2,2,4,3,1,0,2,2,0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0
5,4,1,3,October,2,6,1,5,2,0,4,1,2,0,-1,1,4,4,2,1,1,1,2,0,1,8,4,1,0,0,0,1,0,0,1,0,0,9,4,0,0,0,4,3,3,1,10,3,1,1,1,0,10,3,1,3,0,1,0,1,1,0,1,0,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
3,1,0,2,October,2,2,0,0,1,0,1,1,1,0,-1,1,1,0,1,2,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,2,5,1,0,0,2,4,4,0,0,1,3,3,4,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
1,2,0,2,December,2,1,0,0,1,0,1,1,4,1,1,1,3,3,2,3,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,9,4,0,0,1,2,4,3,0,4,2,3,4,3,0,4,2,1,3,0,0,0,1,0,1,0,0,2,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0
1,1,0,2,April,4,2,1,0,1,0,2,1,3,1,4,0,2,2,1,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9,2,0,1,1,1,2,1,0,4,2,2,1,2,1,4,2,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,3,0,2,March,2,6,0,3,2,0,2,1,2,0,-1,0,2,2,1,3,1,1,2,1,0,1,1,1,0,1,1,1,0,0,0,0,0,9,5,0,0,1,4,1,2,0,6,3,2,2,2,0,6,3,0,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0
4,5,0,6,September,1,3,0,31,5,1,1,0,2,0,-1,0,4,4,2,3,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,9,3,0,0,0,3,1,1,0,16,5,5,3,4,0,11,4,1,2,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1
3,4,1,2,December,2,1,0,0,1,0,1,0,1,0,-1,0,1,0,1,2,1,0,1,0,1,8,4,0,1,0,0,1,0,0,1,0,0,1,4,0,0,0,1,1,1,0,0,1,2,1,2,0,0,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0
1,1,0,4,July,4,6,0,17,5,0,3,0,5,0,-1,0,1,18,4,3,1,1,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,9,5,1,0,0,4,2,1,0,24,5,3,3,3,0,24,5,0,3,0,0,1,1,0,1,0,0,4,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0
1,2,1,4,April,3,1,0,5,2,0,1,0,3,1,4,1,1,13,3,2,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,9,4,0,0,0,3,4,4,0,24,5,1,2,4,0,25,5,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
5,3,1,4,January,4,6,1,9,3,0,3,1,4,1,2,1,1,17,4,2,1,0,2,1,0,4,3,0,0,0,1,0,0,0,0,0,1,9,3,1,0,1,4,4,2,0,10,3,3,2,4,0,13,4,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
5,2,1,2,January,2,1,1,1,1,0,2,1,1,1,2,0,1,3,2,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,9,1,1,1,1,2,3,1,0,3,2,3,3,2,0,3,2,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
5,5,1,6,June,2,2,0,8,3,1,1,0,4,0,-1,0,2,30,5,3,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,5,4,3,0,11,4,3,4,1,0,13,4,0,2,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0
5,2,0,4,August,4,2,0,0,1,0,3,0,1,1,4,0,2,16,4,2,1,1,2,0,1,1,1,1,0,0,0,0,0,0,1,0,0,9,1,1,1,1,4,3,2,0,6,3,2,1,3,0,6,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
5,4,0,3,July,4,1,0,0,1,0,1,0,1,0,-1,1,1,4,2,2,0,0,1,0,0,4,3,0,0,0,1,1,1,1,0,0,0,9,2,1,0,1,2,4,2,0,7,3,3,1,3,0,7,3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1
4,5,0,4,September,4,1,0,3,2,0,2,0,2,1,2,1,1,18,4,3,1,1,2,0,1,1,1,1,0,0,1,1,0,0,1,0,1,9,5,0,0,1,3,3,1,0,17,5,1,2,2,0,12,4,0,3,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0
5,5,0,3,October,5,6,0,3,2,0,1,0,3,1,4,0,4,8,3,2,0,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,1,9,3,0,0,0,1,1,3,0,14,4,4,3,3,0,14,4,0,3,1,0,1,1,1,1,0,0,3,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0
4,4,0,6,April,5,2,1,16,5,0,5,0,5,1,3,1,1,55,5,3,1,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4,1,0,0,4,4,2,1,39,5,2,3,1,0,30,5,0,2,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0
2,3,1,3,May,1,5,0,8,3,0,1,0,3,1,1,0,2,7,2,2,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,9,5,0,0,0,2,1,2,1,10,3,3,2,2,0,4,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0
3,2,0,3,August,3,5,0,7,3,0,1,0,2,0,-1,0,2,7,2,1,0,1,1,0,1,3,2,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,1,3,0,12,4,2,3,4,0,11,4,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
5,5,0,3,November,2,2,0,1,1,0,2,0,5,1,2,1,3,3,2,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4,0,0,1,4,2,1,0,10,3,1,1,3,0,10,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
5,2,0,3,March,2,3,0,4,2,0,2,0,5,0,-1,0,2,5,2,1,1,1,1,0,1,4,3,0,0,1,1,0,0,0,0,0,0,9,4,1,0,0,3,4,4,0,6,3,4,2,2,0,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0
1,2,0,5,November,3,5,0,23,5,0,5,0,5,1,4,1,3,18,4,2,1,0,3,0,0,1,1,1,0,0,1,1,0,0,0,0,0,9,3,1,0,1,4,4,4,0,11,4,1,4,1,0,8,3,1,3,1,1,0,1,1,0,1,1,4,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
2,2,1,5,June,2,6,0,35,5,0,5,0,5,0,-1,1,1,25,4,2,1,1,3,0,1,8,4,0,0,0,0,0,0,0,1,0,0,9,1,0,0,1,4,2,4,0,36,5,1,1,4,0,28,5,0,2,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
1,3,0,4,February,3,2,0,5,2,0,2,0,1,1,2,0,2,13,3,2,1,1,2,0,0,8,4,0,0,0,0,0,1,0,1,0,0,9,6,0,0,0,3,3,3,0,8,3,5,2,2,0,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
3,5,1,2,March,2,2,0,0,1,0,2,1,1,0,-1,1,3,0,1,2,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,9,5,1,0,0,2,4,3,0,0,1,3,3,2,0,0,1,1,3,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
4,4,0,4,December,2,1,0,4,2,0,2,0,3,0,-1,1,1,13,3,2,1,1,2,0,0,3,2,0,0,1,0,0,0,0,0,0,0,9,2,1,1,1,3,4,2,0,5,2,5,1,4,1,2,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0
2,1,1,3,June,5,2,0,0,1,0,4,1,1,1,4,1,3,8,3,5,1,0,3,0,0,1,1,1,0,0,0,1,0,0,1,0,0,9,5,0,0,1,4,1,2,0,11,4,1,4,2,0,9,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0
5,4,1,3,October,4,1,0,1,1,0,3,0,3,1,3,1,1,8,3,0,-1,-1,-1,-1,0,5,3,0,0,0,0,1,0,0,0,0,1,9,4,0,0,1,3,4,1,0,5,2,2,3,3,0,10,3,1,3,1,1,1,1,0,0,1,1,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
1,1,1,5,November,2,2,1,1,1,0,2,0,1,1,1,1,3,9,3,2,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,9,4,0,1,0,2,1,4,0,1,1,5,2,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
1,2,1,6,February,1,6,0,15,4,1,2,0,4,1,1,0,2,7,2,2,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,6,1,0,0,2,3,4,0,4,2,5,1,4,0,3,2,1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1,4,0,4,May,3,2,0,6,3,0,2,0,5,0,-1,0,2,8,3,3,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,9,2,1,1,1,3,4,2,0,1,1,5,4,1,0,1,1,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
3,2,1,6,November,2,6,0,43,5,1,4,0,5,0,-1,1,3,26,5,2,1,0,3,0,0,8,4,0,0,0,1,0,0,0,1,0,1,9,3,1,0,1,1,3,3,1,25,5,4,1,1,1,21,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
1,4,1,4,September,4,2,0,1,1,0,3,1,1,0,-1,0,2,11,3,4,1,0,2,0,0,1,1,1,0,1,0,1,0,1,0,0,0,9,3,1,0,1,4,4,1,0,3,2,3,4,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
5,3,0,6,July,2,5,1,33,5,0,5,0,2,1,1,1,3,42,5,0,-1,-1,-1,-1,1,5,3,0,1,1,0,1,0,0,0,0,0,9,6,0,1,1,4,4,3,0,36,5,1,3,4,0,26,5,0,2,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0
1,2,1,3,May,4,3,0,4,2,0,3,0,3,0,-1,1,1,8,3,2,1,0,2,1,1,1,1,1,0,0,1,0,0,0,1,0,0,9,4,0,0,1,4,1,1,0,6,3,1,1,1,0,10,3,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0
5,3,0,5,November,3,2,0,13,4,0,5,0,3,0,-1,0,1,40,5,2,1,1,3,1,0,8,4,0,0,0,0,0,0,0,1,0,0,9,6,0,0,1,2,3,3,0,39,5,3,2,3,0,29,5,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1,2,0,2,October,1,3,0,2,2,0,1,0,2,0,-1,0,2,2,1,0,-1,-1,-1,-1,0,8,4,1,0,0,0,0,0,0,1,0,0,9,2,1,1,1,2,2,2,0,6,3,3,1,4,1,6,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
1,3,0,2,May,2,2,0,2,2,0,1,0,1,0,-1,1,1,3,2,3,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,9,6,1,0,0,1,4,4,0,5,2,3,2,3,0,4,2,1,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
5,1,1,6,December,3,5,1,33,5,1,2,0,5,1,2,1,1,29,5,0,-1,-1,-1,-1,0,10,5,0,0,0,1,1,0,0,0,0,1,9,3,0,0,1,2,2,1,1,37,5,4,1,1,1,28,5,1,3,1,0,0,1,0,1,0,0,2,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0
4,4,0,3,January,4,1,1,1,1,0,2,1,2,0,-1,0,2,6,2,0,-1,-1,-1,-1,1,7,4,0,1,1,0,0,0,1,1,0,1,9,5,0,1,1,2,2,2,0,11,4,1,4,3,0,11,4,1,1,0,0,1,0,1,1,1,0,2,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1
1,1,1,2,August,2,3,0,0,1,0,1,0,2,0,-1,1,3,0,1,0,-1,-1,-1,-1,0,3,2,0,0,1,0,0,0,0,0,0,1,9,6,1,0,1,4,1,3,0,0,1,1,1,4,0,0,1,1,1,0,1,0,1,0,0,1,0,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0
1,1,0,5,August,1,3,0,19,5,0,3,0,4,0,-1,1,1,28,5,4,1,1,3,1,1,1,1,1,0,1,1,1,0,0,0,0,0,4,6,1,0,1,2,2,2,0,31,5,3,3,3,1,22,5,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0
3,1,0,4,January,4,3,0,8,3,0,2,0,3,0,-1,1,1,9,3,2,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,1,4,3,0,12,4,4,4,2,1,10,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
4,2,1,5,June,2,1,0,8,3,0,2,0,4,1,2,0,2,38,5,4,1,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,2,2,0,28,5,1,4,3,1,21,5,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
5,1,0,5,July,4,5,0,12,4,0,4,0,4,0,-1,0,2,13,3,3,1,0,3,0,1,1,1,1,0,0,0,0,0,0,1,0,1,9,4,0,0,1,3,1,1,0,15,4,2,4,1,0,4,2,1,2,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
1,2,1,6,February,1,4,0,43,5,1,1,0,3,0,-1,1,1,26,5,1,0,0,1,1,1,4,3,0,0,0,1,0,0,0,0,1,0,9,6,1,0,0,2,2,2,0,35,5,5,2,4,0,25,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0
1,1,1,3,March,1,3,0,7,3,0,2,0,2,1,2,1,4,12,3,0,-1,-1,-1,-1,1,3,2,0,0,1,0,0,0,0,0,0,0,9,4,1,1,0,3,2,4,0,3,2,5,3,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
