age,ed,lninc,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,spoused,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,carvalue,commutetime,tenure,longmon,lnlongmon,longten,lnlongten,tollmon,tollten,equipmon,equipten,cardmon,cardten,wiremon,wireten,hourstv,income,total_spend,total_spend_ln
79,11,2.5649493574615367,14.099999999999998,1.097967,0.09346028799088019,0.7350329999999998,-0.3078398828180001,13,2,1,1,0,0,0,0,0,0,5.800000000000001,20.0,48,10.85,2.3841650799864684,557.35,6.323193408835633,0.0,0.0,0.0,0.0,28.25,1320.0,0.0,0.0,20,13,357.22,5.878351838476338
74,13,5.117993812416755,4.8,5.947872,1.7830335085277524,2.0681279999999997,0.7266438502819892,-1,1,0,0,0,0,0,0,0,0,-1.0,14.0,72,23.05,3.1376657694426577,1692.95,7.434227848324306,31.5,2402.55,0.0,0.0,64.25,4011.19999999999,0.0,0.0,23,167,801.97,6.687071200683084
44,13,3.7612001156935624,4.9,1.0829980000000001,0.07973312129508016,1.024002,0.02371847974040877,-1,1,1,0,1,0,0,0,0,0,18.2,33.0,5,7.35,1.9947003132247452,39.2,3.6686767467964168,18.75,95.65,0.0,0.0,14.25,40.0,0.0,0.0,23,43,690.6400000000001,6.537618703927268
42,20,4.382026634673881,7.5,1.944,0.6647477060382473,4.056,1.400197266288882,19,2,3,1,0,2,0,0,0,0,-1.0,30.0,32,5.6,1.7227665977411035,172.9,5.152713392689245,0.0,0.0,0.0,0.0,4.25,115.0,0.0,0.0,18,80,1070.19,6.975591481785707
35,17,3.367295829986474,7.3,0.459389,-0.7778579332889494,1.657611,0.5053774091613942,13,5,0,0,0,0,0,0,0,0,11.0,19.0,28,14.1,2.6461747973841225,423.8,6.049261645834199,0.0,0.0,43.8,1113.0,10.75,290.0,48.25,1343.25,23,29,378.93,5.9373514914539935
42,11,4.007333185232471,22.400000000000002,1.232,0.208638865111328,11.088000000000001,2.4058634424475476,-1,1,7,3,0,3,0,0,0,0,27.700000000000003,27.0,30,7.9,2.066862759472976,238.5,5.474369310328396,14.0,404.9,0.0,0.0,13.5,380.0,0.0,0.0,19,55,1090.96,6.994813321549579
48,11,4.7535901911063645,11.5,8.85776,2.1812939109817746,4.482239999999999,1.5001229214685445,7,3,8,0,3,0,0,0,0,5,63.300000000000004,32.0,72,61.8,4.123903364463645,4410.85,8.39182269363237,42.0,3045.8,0.0,0.0,36.0,2655.0,0.0,0.0,20,116,262.94,5.571925869268458
55,12,2.1972245773362196,9.4,0.347706,-1.0563979838618163,0.49829399999999996,-0.6965650147064641,8,4,0,0,0,0,0,0,0,0,6.7,23.0,69,22.45,3.1112906141882632,1682.05,7.427768566607122,0.0,0.0,21.6,1455.1,13.75,1015.0,0.0,0.0,0,9,317.59000000000003,5.760761242731186
60,16,4.31748811353631,6.5,1.23825,0.21369909248621008,3.63675,1.2910904256714344,14,6,8,2,0,0,0,0,0,6,30.200000000000003,24.0,40,7.6,2.028148247292285,295.2,5.687653092726317,47.5,1900.95,0.0,0.0,36.5,1320.0,57.35,2279.8,16,75,632.29,6.4493481496619465
52,20,4.248495242049359,8.1,2.90304,1.0657584637970314,2.76696,1.0177492446106708,17,2,4,0,0,0,0,0,0,4,40.0,17.0,49,8.7,2.163323025660538,444.15,6.09616234321571,0.0,0.0,41.2,1968.2,36.0,1720.0,44.0,2067.85,22,70,517.5500000000001,6.2491061388297595
55,12,4.48863636973214,5.5,0.80278,-0.21967457517546488,4.09222,1.4090876100850382,16,2,2,1,1,0,0,0,0,0,43.6,24.0,24,5.15,1.6389967146756448,117.7,4.768139014266231,31.5,699.8,0.0,0.0,20.0,435.0,21.75,513.35,22,89,797.48,6.681456755974626
35,14,3.5263605246161616,7.6,1.961256,0.6735850843338483,0.622744,-0.4736197595711267,-1,1,2,2,0,0,0,0,0,0,16.0,27.0,15,7.2,1.9740810260220096,132.75,4.888467660122048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,34,148.64000000000001,5.001527275065529
64,18,2.302585092994046,9.5,0.22515,-1.4909884322345563,0.72485,-0.3217905420852306,17,4,0,0,0,0,0,0,0,0,5.9,29.0,57,11.7,2.4595888418037104,597.85,6.393339886365589,0.0,0.0,0.0,0.0,7.25,385.0,0.0,0.0,17,10,261.24,5.565439525034456
27,16,3.6375861597263857,13.600000000000001,2.914752,1.0697847389962225,2.253248,0.8123727308471981,-1,1,0,0,0,0,0,0,0,0,19.0,21.0,28,5.35,1.6770965609079151,129.0,4.859812404361672,0.0,0.0,0.0,0.0,8.75,235.0,0.0,0.0,20,38,368.04,5.90819162791416
79,13,2.302585092994046,9.3,0.26319,-1.3348790741737349,0.6668099999999999,-0.40525013121735226,16,2,6,2,0,0,0,0,0,4,2.4000000000000004,34.0,71,21.2,3.054001181677967,1523.7,7.328896866475309,0.0,0.0,0.0,0.0,32.5,2340.0,0.0,0.0,20,10,135.55,4.909340575944674
42,17,4.5217885770490405,11.5,2.0313600000000003,0.708705519475798,8.548639999999999,2.1457722059691116,17,4,2,0,1,0,1,0,0,0,41.2,19.0,27,3.55,1.2669476034873244,98.8,4.593097604753822,18.75,504.8,0.0,0.0,0.0,0.0,0.0,0.0,19,92,869.29,6.7676767865102825
57,20,5.455321115357702,10.299999999999999,6.652152,1.894940411340213,17.449848,2.8593309380087795,-1,2,0,0,0,0,0,0,0,0,92.00100000000002,16.0,37,8.55,2.145931282948669,295.6,5.689007189074046,30.75,1072.2,41.5,1580.95,16.75,655.0,31.5,1168.0,23,234,560.28,6.328436658770846
27,20,3.295836866004329,15.4,0.9438660000000001,-0.0577710720649131,3.2141340000000005,1.1675579590411063,18,4,2,2,0,0,0,0,0,0,15.200000000000001,31.0,10,3.85,1.3480731482996928,43.2,3.765840495250065,0.0,0.0,35.75,341.2,0.0,0.0,24.5,220.25,27,27,155.95,5.049535443053812
26,10,2.772588722239781,3.8,0.321024,-1.1362393922918457,0.286976,-1.2483566904125516,-1,1,0,0,0,0,0,0,0,0,5.4,25.0,25,7.15,1.9671123567059163,181.05,5.19877323621165,0.0,0.0,0.0,0.0,19.5,430.0,0.0,0.0,16,16,627.8,6.442221644407853
76,8,2.772588722239781,3.9,0.16598400000000002,-1.7958638808131473,0.458016,-0.7808511609803309,7,2,0,0,0,0,0,0,0,0,7.5,27.0,67,23.5,3.1570004211501135,1570.65,7.359244825401581,0.0,0.0,0.0,0.0,8.0,590.0,0.0,0.0,25,16,282.5,5.643678550586496
27,17,3.367295829986474,3.3000000000000003,0.465102,-0.7654985426108261,0.49189800000000006,-0.7094839010561547,15,4,0,0,0,0,0,0,0,0,9.5,26.0,16,8.6,2.151762203259462,158.35,5.064807772984649,39.0,588.1,51.7,742.7,20.5,315.0,41.25,606.4,22,29,718.63,6.57734662165103
66,19,5.187385805840755,4.9,4.780195000000001,1.5644813406503517,3.990805,1.383992964938058,20,2,1,0,0,1,0,0,0,0,-1.0,21.0,60,14.85,2.6979998652487085,891.3,6.792681071136672,17.5,1063.9,45.9,2784.25,19.5,1135.0,0.0,0.0,21,179,469.01,6.15062409018059
19,14,2.8903717578961645,12.2,0.7466399999999999,-0.29217213772464595,1.44936,0.3711220796856184,15,4,12,0,2,1,0,3,0,6,8.9,29.0,2,3.7,1.308332819650179,4.75,1.55814461804655,18.5,39.05,0.0,0.0,0.0,0.0,0.0,0.0,12,18,875.28,6.774543835168535
36,9,3.367295829986474,3.9,0.195663,-1.6313614873503748,0.935337,-0.06684838682446237,-1,1,1,1,0,0,0,0,0,0,14.8,22.0,42,13.7,2.617395832834079,590.05,6.380207279071757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,29,439.38,6.085364642301033
39,13,4.382026634673881,9.4,1.45888,0.3776690180429395,6.06112,1.8018946014862396,10,2,1,1,0,0,0,0,0,0,35.2,21.0,11,7.05,1.9530276168241774,68.25,4.223177434065069,26.0,294.0,0.0,0.0,14.5,140.0,25.7,299.15,25,80,544.09,6.299114674348531
63,19,2.302585092994046,14.399999999999999,0.55584,-0.5872747959293969,0.88416,-0.1231172372470854,17,2,2,2,0,0,0,0,0,0,4.4,26.0,50,13.1,2.5726122302071057,685.6,6.53029436728357,0.0,0.0,0.0,0.0,4.25,220.0,0.0,0.0,12,10,218.62,5.38733506286569
30,11,3.332204510175204,7.7,0.6511120000000001,-0.42907360856051646,1.504888,0.40871847682698614,-1,3,0,0,0,0,0,0,0,0,13.4,29.0,14,4.9,1.589235205116581,57.75,4.056123349401903,17.0,222.7,0.0,0.0,21.75,285.0,16.85,230.15,19,28,333.01,5.808172519559582
59,13,4.204692619390966,10.2,1.7905079999999998,0.5824993784720598,5.043492,1.6180986993114355,11,2,1,0,1,0,0,0,0,0,24.6,32.0,17,6.8,1.916922612182061,121.0,4.795790545596741,22.0,369.45,0.0,0.0,39.25,595.0,0.0,0.0,31,67,557.28,6.323067806617691
45,15,4.219507705176107,7.000000000000001,1.15192,0.14143011541787803,3.6080800000000006,1.2831757749035635,15,2,2,2,0,0,0,0,0,0,41.6,23.0,22,7.4,2.0014800002101243,168.05,5.124261554171115,38.75,880.2,43.4,976.85,14.5,315.0,41.9,839.45,23,68,222.57,5.405241658869544
20,15,3.4011973816621555,11.899999999999999,1.31733,0.27560696084993774,2.25267,0.8121161793506239,9,4,0,0,0,0,0,0,0,0,15.100000000000001,25.0,35,4.8,1.5686159179138452,159.55,5.072357352724253,24.0,831.3,0.0,0.0,8.5,265.0,0.0,0.0,19,30,459.23,6.129551173881832
33,10,3.332204510175204,11.200000000000001,1.408064,0.34221571124827865,1.7279360000000001,0.546927632658939,-1,2,11,0,1,0,0,0,0,10,-1.0,13.0,42,11.85,2.47232786758114,550.4,6.310645286619134,0.0,0.0,0.0,0.0,23.75,950.0,0.0,0.0,22,28,279.82000000000005,5.63414653930514
73,15,3.784189633918261,6.5,0.7035600000000001,-0.3516021182180129,2.1564400000000004,0.7684587138575804,16,3,2,0,2,0,0,0,0,0,18.1,26.0,56,26.3,3.269568939183719,1490.25,7.306699170100036,15.75,841.75,36.05,2091.65,14.0,735.0,0.0,0.0,24,44,526.27,6.265814389025023
24,12,2.9444389791664403,2.3,0.03316008,-3.4016901129336294,0.40641,-0.9003927767213823,-1,2,1,1,0,0,0,0,0,0,10.4,30.0,11,7.7,2.0412203288596382,82.55,4.413404170366137,0.0,0.0,25.4,269.45,0.0,0.0,0.0,0.0,24,19,1185.76,7.078139198203049
70,16,5.187385805840755,10.9,5.424058,1.6908442437962616,14.086942,2.6452482689984507,19,2,3,1,2,0,0,0,0,0,86.9,22.0,72,57.7,4.055257173514054,4138.7,8.328137007846168,45.5,3338.5,0.0,0.0,28.5,2085.0,0.0,0.0,24,179,1104.3400000000001,7.007003150438195
73,17,2.4849066497880004,7.7,0.169092,-1.7773123334811691,0.7549079999999999,-0.28115939146258717,-1,1,6,0,0,0,0,0,0,6,4.9,27.0,66,22.15,3.0978374964911444,1457.9,7.2847523231107765,0.0,0.0,27.65,1795.3,20.25,1350.0,0.0,0.0,28,12,130.13,4.868533950788666
29,19,3.367295829986474,14.299999999999999,2.6250509999999996,0.9651003244262832,1.5219489999999998,0.41999175033667735,17,2,0,0,0,0,0,0,0,0,16.0,24.0,10,4.0,1.3862943611198906,48.4,3.879499813722586,20.25,223.9,36.95,313.6,12.75,105.0,32.6,274.2,23,29,970.11,6.877409467129756
57,11,5.111987788356544,11.799999999999999,4.524827999999999,1.5095795653797273,15.063171999999998,2.7122528243635777,-1,1,5,1,0,0,0,0,0,4,69.60000000000001,20.0,65,25.7,3.246490991901174,1677.05,7.42479157652484,0.0,0.0,0.0,0.0,25.75,1725.0,0.0,0.0,18,166,817.3900000000001,6.706116337142937
51,12,3.6888794541139363,10.9,0.26596000000000003,-1.3244093574478828,4.094040000000001,1.409532257587069,-1,1,4,1,0,0,0,0,0,3,18.2,28.0,38,8.5,2.1400661634962708,335.5,5.815621956411737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,40,656.9200000000001,6.48756224546936
76,15,2.8903717578961645,14.000000000000002,0.23184000000000002,-1.4617078004097648,2.2881600000000004,0.8277480011424884,16,2,11,0,2,0,0,0,0,9,10.200000000000001,21.0,72,40.7,3.7062280924485496,3194.85,8.06929541735272,34.0,2470.15,0.0,0.0,45.5,3335.0,0.0,0.0,21,18,256.44,5.546894719119057
53,13,3.295836866004329,16.2,0.35866800000000004,-1.0253581094633077,4.015332000000001,1.3901200338929296,12,2,1,1,0,0,0,0,0,0,10.200000000000001,23.0,15,5.25,1.6582280766035324,84.4,4.4355674016019115,29.5,438.0,0.0,0.0,18.25,260.0,37.05,560.85,15,27,207.19000000000003,5.333636246672391
78,10,2.833213344056216,8.5,0.7542900000000001,-0.2819783695351027,0.6907099999999999,-0.3700352249262857,-1,1,0,0,0,0,0,0,0,0,9.5,33.0,71,16.65,2.8124102164264526,1174.15,7.068299760539825,0.0,0.0,0.0,0.0,27.25,1905.0,0.0,0.0,22,17,42.260000000000005,3.743841012187911
48,21,3.58351893845611,18.3,0.783972,-0.24338197355521377,5.804028,1.7585521592694362,20,2,3,0,0,0,0,0,0,3,23.6,34.0,71,20.15,3.0032042883926917,1482.35,7.301383945314346,44.25,3170.9,55.2,3679.4575,59.25,4011.19999999999,45.8,3224.5,16,36,832.9300000000001,6.724949605022376
65,14,2.1972245773362196,12.5,0.27675,-1.2846407073933908,0.84825,-0.16457987531779758,15,3,5,3,2,0,0,0,0,0,4.2,32.0,66,33.2,3.502549875922443,2161.8,7.678696486982103,0.0,0.0,0.0,0.0,12.5,745.0,0.0,0.0,15,9,271.78,5.6049929154923515
54,16,5.123963979403259,4.9,3.4739040000000005,1.2452790335856234,4.758096,1.5598475882219889,-1,1,9,0,0,0,0,0,0,9,78.0,25.0,65,29.2,3.374168709274236,1961.1,7.581260819286793,0.0,0.0,32.5,2125.0,22.75,1450.0,0.0,0.0,13,168,1039.68,6.946668252480736
41,13,3.6109179126442243,10.299999999999999,1.0365920000000002,0.0359384092055836,2.7744079999999998,1.020437391106272,-1,1,0,0,0,0,0,0,0,0,11.4,18.0,57,7.35,1.9947003132247452,417.55,6.034404297599238,30.25,1800.95,46.6,2514.0,21.0,1240.0,47.15,2623.9,12,37,276.32,5.621559614398368
61,9,4.382026634673881,6.9,1.6118400000000002,0.4773763835751487,3.9081600000000005,1.3630666750005869,-1,1,5,0,0,0,0,0,0,5,26.1,33.0,58,9.0,2.1972245773362196,470.45,6.153689683452774,41.25,2343.45,0.0,0.0,29.0,1770.0,44.4,2488.9,16,80,242.41000000000003,5.490630507469644
21,16,2.8903717578961645,9.8,0.37044,-0.9930637906800688,1.39356,0.33186162406352965,15,6,0,0,0,0,0,0,0,0,8.3,22.0,7,6.75,1.9095425048844386,55.0,4.007333185232471,19.25,153.8,0.0,0.0,29.0,165.0,0.0,0.0,15,18,138.64,4.93188064540735
65,16,4.74493212836325,7.5,3.165375,1.1522715319898567,5.459625,1.6973801060794627,-1,1,2,2,0,0,0,0,0,0,61.900000000000006,15.0,33,6.35,1.8484548129046001,239.6,5.478970866241294,22.75,733.4,0.0,0.0,14.25,455.0,36.7,1185.25,18,115,809.4499999999999,6.696355004687515
31,9,3.332204510175204,10.8,1.6269120000000001,0.486683739496934,1.3970879999999999,0.3343900704168883,-1,2,7,0,0,1,0,0,0,6,17.3,26.0,29,8.7,2.163323025660538,238.4,5.473949935191195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,28,424.88,6.051806776114144
18,12,2.70805020110221,3.8,0.08150999999999999,-2.5070295668757714,0.48849,-0.7164362785378985,12,4,0,0,0,0,0,0,0,0,5.800000000000001,38.0,10,5.5,1.7047480922384253,60.95,4.110053855927281,16.75,230.65,0.0,0.0,8.75,70.0,0.0,0.0,22,15,416.01,6.030709298433883
53,16,4.07753744390572,7.3999999999999995,0.8295399999999999,-0.18688394869389882,3.53646,1.2631262268120995,12,2,1,1,0,0,0,0,0,0,28.200000000000003,26.0,66,8.85,2.180417459019838,569.2,6.344231866215697,0.0,0.0,0.0,0.0,45.0,3000.0,0.0,0.0,10,59,354.47,5.870623716157048
79,11,2.302585092994046,7.3999999999999995,0.33965999999999996,-1.0798101617055136,0.40034000000000003,-0.9154410929195771,-1,1,1,0,1,0,0,0,0,0,6.2,18.0,68,21.25,3.056356895370426,1433.9,7.268153283720993,0.0,0.0,0.0,0.0,40.5,2775.0,0.0,0.0,15,10,297.34000000000003,5.694876265185205
34,17,4.174387269895637,4.1000000000000005,1.12996,0.12218223386762864,1.53504,0.428556439331562,-1,1,0,0,0,0,0,0,0,0,38.900000000000006,22.0,42,8.15,2.0980179272527715,373.05,5.921712458917523,25.25,1064.95,0.0,0.0,6.75,275.0,21.85,933.9,23,65,550.98,6.3116985108534855
63,14,4.6913478822291435,3.4000000000000004,0.6337260000000001,-0.45613859461630896,3.072274,1.122418004016326,12,2,0,0,0,0,0,0,0,0,47.1,37.0,63,17.85,2.8820035082256483,1163.55,7.05923095560499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,109,665.65,6.500764006877926
51,14,4.59511985013459,15.4,4.6652759999999995,1.5401469965363257,10.580724,2.3590338550907495,-1,1,5,0,0,0,0,0,0,5,39.400000000000006,23.0,40,6.55,1.8794650496471605,272.05,5.605985872931934,39.25,1535.3,52.25,2037.95,21.25,815.0,70.25,2695.4,13,99,1207.3000000000002,7.096141740338342
32,15,3.8918202981106265,18.8,3.712436,1.3116882649229846,5.4995639999999995,1.7046688163689037,16,5,1,1,0,0,0,0,0,0,20.8,24.0,56,14.7,2.6878474937846906,826.9,6.717683768728121,29.5,1678.95,0.0,0.0,14.0,715.0,0.0,0.0,22,49,383.42,5.949130994091903
36,11,3.295836866004329,15.6,0.699192,-0.3578298963538647,3.5128079999999997,1.2564157176483386,12,3,0,0,0,0,0,0,0,0,-1.0,29.0,36,6.45,1.864080130807681,243.05,5.493267183491464,18.75,669.4,0.0,0.0,13.0,490.0,0.0,0.0,18,27,536.97,6.285942227026518
60,10,3.091042453358316,8.5,0.98362,-0.01651563537793188,0.8863800000000001,-0.12060952642056523,16,2,1,0,1,0,0,0,0,0,8.1,25.0,55,10.1,2.312535423847214,582.8,6.36784407432105,24.25,1309.3,0.0,0.0,11.5,635.0,0.0,0.0,17,22,69.86,4.246493239378686
45,14,3.5553480614894135,2.1,0.26166,-1.3407093278994069,0.4733400000000001,-0.7479413326470836,-1,2,5,1,0,0,0,0,0,4,8.0,26.0,13,8.8,2.174751721484161,143.8,4.9684234452869465,0.0,0.0,0.0,0.0,17.25,225.0,0.0,0.0,29,35,443.06000000000006,6.093705201054529
47,17,4.499809670330265,7.6,0.44459999999999994,-0.810580277452041,6.3953999999999995,1.855578981941009,-1,1,2,1,1,0,0,0,0,0,63.5,24.0,10,8.3,2.1162555148025524,85.55,4.449101000338202,25.5,288.1,0.0,0.0,12.0,105.0,0.0,0.0,18,90,1156.04,7.052755650709809
72,19,3.2188758248682006,3.6999999999999997,0.13782499999999998,-1.98177051450639,0.787175,-0.23930469187847483,-1,1,3,0,3,0,0,0,0,0,9.200000000000001,25.0,4,4.5,1.5040773967762742,11.0,2.3978952727983707,0.0,0.0,31.95,90.55,0.0,0.0,17.0,55.75,24,25,148.98000000000002,5.003812068748131
48,17,3.1780538303479458,1.4000000000000001,0.211008,-1.5558592315328712,0.12499200000000002,-2.0795055437279233,-1,1,2,0,2,0,0,0,0,0,-1.0,25.0,11,3.35,1.208960345836975,38.15,3.641525757730466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,24,582.08,6.366607895329757
35,19,4.394449154672439,9.700000000000001,0.950697,-0.05055987919171141,6.906303,1.9324344728967244,-1,1,0,0,0,0,0,0,0,0,-1.0,36.0,49,8.85,2.180417459019838,497.2,6.208992359636556,37.5,1768.7,0.0,0.0,12.25,570.0,42.5,1965.05,16,81,524.88,6.263169665036622
71,14,5.605838763584888,8.200000000000001,3.8704,1.3533578608736259,20.3196,3.0115859374771583,-1,1,6,0,0,0,0,0,0,6,79.10000000000001,31.0,38,15.95,2.7694588292308535,598.9,6.395094639270416,25.5,908.8,0.0,0.0,12.5,510.0,35.6,1288.45,15,295,454.64,6.119505896988866
34,14,3.1780538303479458,3.8,0.380304,-0.9667843460911413,0.531696,-0.6316833815394505,15,3,2,2,0,0,0,0,0,0,14.0,17.0,55,11.65,2.4553061800117097,596.9,6.391749595174604,21.75,1205.5,0.0,0.0,8.75,425.0,0.0,0.0,18,24,297.33000000000004,5.694842633086727
79,19,2.6390573296152584,9.2,0.382536,-0.9609325124972756,0.905464,-0.09930775948931023,-1,1,8,0,0,0,0,0,0,8,8.3,27.0,59,9.2,2.2192034840549946,530.2,6.273254293854925,24.75,1462.85,0.0,0.0,14.75,820.0,0.0,0.0,22,14,631.51,6.448113776977916
56,15,3.258096538021482,14.099999999999998,0.4105919999999999,-0.8901552582695295,3.2554079999999996,1.1803176134275462,-1,1,1,1,0,0,0,0,0,0,14.5,19.0,4,3.7,1.308332819650179,10.55,2.3561258599220753,9.5,27.8,0.0,0.0,0.0,0.0,0.0,0.0,22,26,580.0699999999999,6.363148785913227
65,14,4.248495242049359,26.1,8.67825,2.1608198954424194,9.59175,2.260903353999402,-1,1,3,0,1,0,0,2,0,0,38.800000000000004,18.0,69,20.9,3.039749158970765,1482.5,7.301485130871881,31.25,2105.8,41.1,2737.15,31.0,1940.0,0.0,0.0,20,70,491.66,6.197787420691848
54,12,4.060443010546419,15.4,0.8485400000000001,-0.1642380534036847,8.08346,2.0898199986957007,-1,1,0,0,0,0,0,0,0,0,27.200000000000003,24.0,17,7.9,2.066862759472976,122.65,4.809334770704498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,58,919.1199999999999,6.823416690545109
31,19,3.2188758248682006,2.4,0.3504,-1.0486799199199006,0.2496,-1.3878956424868645,13,4,2,1,1,0,0,0,0,0,19.0,22.0,18,4.15,1.423108334242607,87.55,4.472210058731861,17.5,300.3,33.1,559.05,0.0,0.0,0.0,0.0,21,25,201.45,5.305541211637356
64,13,4.060443010546419,18.7,0.97614,-0.02414926023300307,9.86986,2.2894856689476275,-1,1,6,1,0,0,0,2,0,3,25.900000000000002,23.0,19,6.6,1.8870696490323797,96.8,4.572646994282532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,58,769.48,6.645714962037981
37,9,3.9318256327243257,9.5,3.037815,1.1111385069935134,1.8071849999999996,0.5917703860044078,13,4,1,0,0,0,1,0,0,0,30.200000000000003,23.0,45,7.7,2.0412203288596382,301.1,5.707442435487688,0.0,0.0,0.0,0.0,13.5,555.0,0.0,0.0,15,51,745.16,6.613598960421508
48,13,4.219507705176107,8.1,0.721548,-0.32635637491457714,4.786452,1.5657894271496633,-1,3,3,3,0,0,0,0,0,0,-1.0,28.0,39,12.15,2.4973291697865574,445.55,6.099309474058729,22.25,895.25,0.0,0.0,15.5,600.0,38.5,1384.25,21,68,413.52,6.024705880887784
68,16,2.8903717578961645,7.7,0.45044999999999996,-0.7975081958846881,0.9355499999999999,-0.06662068734189587,-1,2,5,0,0,0,0,0,0,5,9.600000000000001,30.0,60,21.75,3.079613757534693,1314.75,7.181401812469454,0.0,0.0,0.0,0.0,10.75,660.0,0.0,0.0,19,18,190.99,5.252221070655064
20,13,3.1780538303479458,9.9,0.8886240000000002,-0.11808108006720641,1.4873760000000003,0.39701349361836014,-1,2,0,0,0,0,0,0,0,0,10.5,22.0,6,2.35,0.8544153281560676,5.75,1.749199854809259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,24,522.3100000000001,6.258261281343595
43,14,3.8066624897703196,0.7000000000000001,0.03316008,-3.4016901129336294,0.192825,-1.6459722371620742,-1,1,1,0,0,0,0,0,0,1,19.900000000000002,26.0,39,7.05,1.9530276168241774,294.9,5.6866363158212305,0.0,0.0,0.0,0.0,15.75,625.0,0.0,0.0,20,45,165.38,5.108245856294021
45,16,4.718498871295094,7.8,3.8351040000000003,1.3441965530955835,4.900896,1.5894180455431086,13,2,3,0,0,0,0,0,0,3,55.400000000000006,32.0,11,10.3,2.33214389523559,122.15,4.805249797703749,16.75,169.0,39.1,411.25,18.25,165.0,25.1,281.15,13,112,345.07000000000005,5.8437472950009575
26,8,2.9444389791664403,8.3,0.34378600000000004,-1.0677359082121467,1.2332140000000003,0.20962376954407558,-1,1,0,0,0,0,0,0,0,0,7.7,28.0,41,10.8,2.379546134130174,442.85,6.093231112255592,0.0,0.0,0.0,0.0,16.0,690.0,0.0,0.0,21,19,707.6400000000001,6.561935489800414
28,8,3.1354942159291497,3.9,0.203619,-1.5915046784240754,0.693381,-0.36617564731805596,13,3,7,3,0,0,0,0,0,4,12.600000000000001,28.0,9,5.8,1.7578579175523736,74.05,4.304740540713808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,23,565.26,6.337285802288632
68,10,3.6109179126442243,3.0,0.27971999999999997,-1.2739661761464711,0.8302799999999999,-0.18599228568341716,-1,2,5,0,0,0,0,0,0,5,20.700000000000003,35.0,68,25.7,3.246490991901174,1765.1,7.475962624986233,0.0,0.0,0.0,0.0,16.75,1125.0,0.0,0.0,14,37,382.04999999999995,5.9455514900935755
19,14,3.367295829986474,9.6,0.5874240000000001,-0.5320084030338973,2.1965760000000003,0.7868997843359106,-1,1,0,0,0,0,0,0,0,0,15.5,23.0,3,6.55,1.8794650496471605,33.95,3.5248888540047054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,29,509.81000000000006,6.234038107285137
63,12,2.70805020110221,0.7000000000000001,0.08378999999999999,-2.479441610356942,0.11429904,-2.1682409342213766,-1,1,6,0,0,0,0,0,0,6,6.7,30.0,64,33.3,3.505557396986398,2126.55,7.66225622723175,0.0,0.0,0.0,0.0,21.25,1305.0,0.0,0.0,20,15,299.36,5.70164686252578
71,11,4.532599493153256,8.200000000000001,1.8836220000000001,0.6331965190812122,5.742378,1.7478734102531286,-1,1,0,0,0,0,0,0,0,0,48.400000000000006,19.0,69,37.1,3.6136169696133895,2609.9,7.867067185406487,24.75,1745.25,0.0,0.0,21.0,1455.0,0.0,0.0,16,93,911.71,6.81532195705105
30,15,3.8918202981106265,1.0999999999999999,0.28189699999999995,-1.2662135229903542,0.25710299999999997,-1.3582784961669359,-1,1,2,2,0,0,0,0,0,0,24.1,25.0,15,2.75,1.0116009116784799,47.7,3.8649313978942956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,49,258.91,5.556480510963286
46,17,4.430816798843313,5.8999999999999995,0.8425199999999998,-0.1713578781649795,4.11348,1.4142693855754025,-1,1,5,0,0,0,0,0,0,5,30.6,27.0,22,6.75,1.9095425048844386,153.55,5.034026246886832,25.75,557.55,0.0,0.0,18.75,350.0,46.3,887.5,19,84,1088.07,6.992160763581566
33,12,3.4339872044851463,14.000000000000002,1.5754200000000003,0.4545219033950274,2.7645800000000005,1.01688872470234,15,2,1,0,0,0,0,1,0,0,18.7,24.0,14,6.1,1.8082887711792655,83.3,4.422448549172797,20.0,253.3,0.0,0.0,13.5,185.0,0.0,0.0,29,31,168.4,5.126342101808226
59,14,3.58351893845611,13.0,0.11231999999999999,-2.186403338704636,4.567679999999999,1.5190054173605108,15,6,1,0,1,0,0,0,0,0,24.1,19.0,32,11.5,2.4423470353692043,402.75,5.998316022057084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,36,394.73,5.978201986874404
